review_description,rating
بيطلب تحديث منى وهو مش راضى يتحدث مش عارف اعمل ايه,negative
برنامج جميل شكرا لكم,positive
"تمام، ذق",positive
سئ و زفت,negative
والله تطبيق جميل وخلاني ادفع فواتيري وانا بالبيت,positive
ممتاز بس ناقص خدمه فوري,neutral
كويسه الى حدا ما وياريت ادخال كل فيز البنوك وليس بنك مصر فقط,positive
برنامج جميل جدا,positive
البرنامج مفيد جدا فى دفع جميع الخدمات الالكترونية,positive
التطبيق تقيل جدا جدا,negative
التجربه سلسه جدا,positive
لوف,positive
ممتازة.. لكن ينقصها تمكين الاسكرين شوت.. او ايجاد طريقة تثبت الدفع,positive
الطبيق كان شغال وفجاه جاني رساله الطبيق يعمل علي جهاز غير امن مع العلم اني افحص جوالي عدد مرات وانظفه بشكل دائم,negative
مش عارف أسجل دخولي فيwe by ورقمي015,negative
نزلت التطبيق والمفروض فيه باقة نت هديه وطبعا موصلتش وبدخل بيانات الرقم ورسالة الكود مش بتوصلتي,negative
كلما دخلت التطبيق خرج منه بدون سبب ارجو حل المشكله لعدم حذفه,negative
خربااااااان,negative
ثقيل جدا وبيهنج الجهاز ومش بيفتح,negative
شركه زباله وتطبيق ازبل منها اتعلمو بقي من دول الخليج الي عمر حضارتهم لم يتعدي 100 سنه بس ناس بتحترم شعبها وبتوفر ليهم جميع وسائل الراحه والابداع في خدمه العملاء شوفو تطبيقات سوا ولا موبايلي او زين واتعلمو,negative
البرنامج مش عارفه اسجل الدخول,negative
بيظهر ليس ليك انترنت مع ان النت شغال عادي,negative
منتاااااااز ه,positive
تحت الاختبار ليسه اول مره اجربه,positive
برنامج زباله ايه لازمه كامة التحقق لانشاء حساب وياريت عايزة تتعمل بيقولي البيانات غير صحيحه,negative
اضطريت اقيمه بنجمه عشان يقبل نشر التعليق لكنه لا يستحق ربع نجمة.. تطبيق فاشل بكل المقاييس.. بيرفض تسجيل الحساب برغم إدخال الكود المرسل على رقمي,negative
لم تصلني الباقه الهديه,positive
زفت ونصب ولم يتم اضافه الميجات,negative
كويس لحد دلوقت مقبول,positive
"ممتاز ، وجزاكم الله خيرا .",positive
تجيكم خيبه بتعملوا برامج بايظه والمفروض انكم شركه تكنولوجيا البرنامج ما بيسجلش وعاملين اعلانات ومصاريف لو البلد فايقه المفروض تتحاكمم,negative
تطبيق زباله جدان الفكره حلوه بس فين التنفيز,negative
الناس دي كذبت عليا,negative
جيدا جدااااا,positive
جميل جدا لكل عملاء we,positive
سئ للغايه مش راضي يفتح,negative
سيء جدا ولا يعمل ورحت الفرع ولا يعمل,negative
جميل جدا تسلم,positive
التطبيق لا يعمل وكل دقيقة تبعتوا رسالة حمل التطبيق دا اسمو اه,negative
التطبيق لايعمل نهائيا يعنى أنتم تضحكون علينا,negative
عالم كدابة قولتولي جيجا و مفيش حاجة جات,negative
برنامج فاشل وطريقة تفعيل فاشلة لا تتم أبدا بالنت منذ شهر 3 مارس وحتى الآن ولا استطيع تفعيله ولابد من الذهاب للشركة,negative
تطبيق مش شغال اولا تقيل فى التحميل ثانيا بيطلب اربع ارقام من الشركه مفيش رسايل وعامل حساب فى السنترال ومش عارف افعل التطبيقجج هي النجمه بالعافيه علشان اقول راى,negative
ممتاز جدان وسريع عل الموببل الحديث,positive
جاتلى رسالة لو حملت التطبيق هاخد باقة Nitro 20 مجاناً ومع الشحن 50 ضعف الشحن وماجتش الباقة المجانية لمدة شهر نهائى؟؟؟,negative
أسواء برنامج بجد زبااااااااااله,negative
تطبيق كلمة زبالة عليه شويه دول ناس نصابين محتالين 😠😠,negative
التطبيق لا يعمل ولايفتح وتظهر رسالة لقد حدث خطأ في تطبيق We pay برجاء المحولةفى وقت آخر,negative
ممتاز سهل الاستخدام وبيفتح من النت الواي فاي مش شرط شبكه الخط,positive
انا حملته وادخلت البيانات كلها صحيحه وللاسف لايقبل الدخول,negative
Exellent,positive
لم احصل هلي التشغيل,negative
كل مااجي اشحن المكفظه يقولي لا يوجد طرق مناسبه الدفع,positive
طب انا جاتلى رساله انى هاخد نت هدية لو نزلت التطبيق ونزلتو ومخدتش حاجة 😠😠,neutral
التطبيق لا يعمل ابدا .. ولا يتم تسجيل الدخول لا اعلم ماذا افعل,negative
لسه تحت التجربه,negative
برنامج زباله ومعفن ومش راضي يفتح اصلا والله العظيم زباله,negative
لماذا تمت إضافة رسوم عل كل تحويل هذا غش وسرقة لن اتعامل مع هذى الشركه مرة أخرى كانت اكثر شركه احبها ف التعامل والعروض ولكن بعد إضافة رسوم ٢ج عل كل. عملية تحويل لن اتعامل معها مرة أخرى اتصالات وفودافون لا يوجد رسوم عل التحويل لديهم سوف اتعامل معهم ولن اتعامل مع هذة الشركه الحرامية مرة أخرى,negative
قولتولي في باقة مجاني لما احمل التطبيق مفيش حاجة يعني جات ممكن اعرف لية ؟ٕ!,negative
V. good,positive
نزلت التطبيق ومفيش نت ينفع كدة اتخلونا انزل البرنامج ومش فية نت نصب يعني,positive
تقيل جدا ووحش,negative
انا جاتلي رسالة اني لو نزلت التطبيق هحصل على باقة Nitro 20 هدية لمدة شهر حملت التطبيق ومجاليش حاجة,negative
احسن من فودافون وموبينيل واتصالات والله وحلو,positive
لو سمحت حضرتك بتطلب منى كود التفعيل من خمس أرقام وتقول إنك أرسلته وفي الحقيقة لم ترسل إلا الرقم السري واطلب إعادة إرسال تصر على انك ارسلته ويظل الوضع هكذا مها حاولت ما هو كود التفعيل الذي لا تريد إرساله وتصر على إنك أرسلته ولماذا لا ترد على اي استفسار رجاء تعاون معنا وشكرا,negative
زباله ونصب,negative
خمسون نجمه,positive
كل م افتح الابلكيشن يقولي التطبيق يعمل علي جهاز غير امن,negative
النت بطيء جدا,positive
قمت بتنزيل البرنامج ولم أتمكن من فتح البرنامج وتظهر رسالة انك غير متصل بلنت مع العلم ان الري فاي شغال والباقه شغاله,negative
فين الهدية ؟؟,positive
تطبيق جيد,positive
ياجماعه اللى عايز يحمل البرنامج بغرض باقه النت المجانيه ياريت مايتعبش نفسه علشان ما بيدوش حاجه,negative
.. ممتاز,positive
بصراحة أنا قلت الافضل في النت هى الشبكة الام,positive
